,index,price,color,likes,brand,Percentage discount,Rate,Fit,in sale,category,sex,color_encoded,brand_encoded,fabric types,Fit_encoded,category_encoded,sex_encoded,fabric types_encoded
224,887,170.0,black,179.0,noisy may,0,0.0,slim fit,0,tops,women,1,17,fabric,23,5,1,13
225,888,80.0,black,213.0,noisy may,0,0.0,slim fit,0,tops,women,1,17,fabric,23,5,1,13
226,889,144.32,khaki,917.0,asos curve,19,0.0,oversized fit,1,tops,women,8,4,fabric,12,5,1,2
227,898,152.19,navy,108.0,the north face,14,0.0,regular fit,1,tops,women,11,22,fabric,14,5,1,13
228,901,100.0,black,752.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
229,902,170.0,brown,101.0,the north face,0,0.0,slim fit,0,tops,women,3,22,fabric,23,5,1,13
230,905,167.94,black,251.0,urban revivo,19,0.0,regular fit,1,tops,women,1,26,fabric,14,5,1,2
231,909,125.95,black,361.0,topshop,14,0.0,regular fit,1,tops,women,1,24,fabric,14,5,1,2
232,910,105.0,purple,67.0,asyou,0,0.0,slim fit,0,tops,women,14,6,fabric,23,5,1,2
233,912,160.0,khaki,127.0,collusion,0,0.0,regular fit,0,tops,women,8,8,fabric,14,5,1,2
234,919,180.0,grey,643.0,the north face,0,0.0,relaxed fit,0,tops,women,7,22,fabric,17,5,1,13
235,924,90.0,white,444.0,collusion,0,0.0,regular fit,0,tops,women,17,8,fabric,14,5,1,13
236,925,136.45,pink,91.0,the north face,29,0.0,slim fit,1,tops,women,13,22,fabric,23,5,1,2
237,928,195.0,black,236.0,river island,0,0.0,slim fit,0,tops,women,1,21,fabric,23,5,1,2
238,932,291.27,green,364.0,& other stories,29,0.0,regular fit,1,tops,women,6,0,fabric,14,5,1,2
239,938,150.0,black,322.0,asyou,0,0.0,bodycon fit,0,tops,women,1,6,fabric,1,5,1,13
240,941,145.0,white,743.0,asos design,0,0.0,boxy fit,0,tops,women,17,5,fabric,2,5,1,13
241,943,89.22,black,367.0,yours,14,0.0,bodycon fit,1,tops,women,1,29,fabric,1,5,1,13
242,958,210.0,blue,188.0,urban revivo,0,0.0,regular fit,0,tops,women,2,26,fabric,14,5,1,13
243,964,160.0,black,310.0,topshop,0,0.0,slim fit,0,tops,women,1,24,woven,23,5,1,12
244,967,105.0,black,83.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,2
245,968,100.0,multi,242.0,asyou,0,0.0,slim fit,0,tops,women,10,6,fabric,23,5,1,13
246,970,90.0,beige,346.0,na-kd,0,0.0,regular fit,0,tops,women,0,13,fabric,14,5,1,13
247,971,105.0,black,134.0,asyou,0,0.0,regular fit,0,tops,women,1,6,fabric,14,5,1,13
248,980,180.0,black,387.0,na-kd,0,0.0,slim fit,0,tops,women,1,13,fabric,23,5,1,13
249,982,145.0,multi,2000.0,collusion,0,2.7,slim fit,0,tops,women,10,8,fabric,23,5,1,13
250,984,150.0,black,524.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,13
251,985,220.0,navy,323.0,river island,0,0.0,regular fit,0,tops,women,11,21,fabric,14,5,1,2
252,996,190.0,green,236.0,yours,0,0.0,regular fit,0,tops,women,6,29,fabric,14,5,1,13
253,1001,100.0,pink,1000.0,miss selfridge,0,0.0,regular fit,0,tops,women,13,11,fabric,14,5,1,13
254,1006,315.0,pink,131.0,dickies,0,0.0,regular fit,0,tops,women,13,9,fabric,14,5,1,13
255,1011,165.32,green,50.0,asos design,14,0.0,slim fit,1,tops,women,6,5,fabric,23,5,1,13
256,1014,415.0,black,368.0,& other stories,0,0.0,regular fit,0,tops,women,1,0,fabric,14,5,1,2
257,1021,170.0,white,290.0,topshop,0,0.0,regular fit,0,tops,women,17,24,fabric,14,5,1,13
258,1030,145.0,black,1000.0,asos design,0,0.0,bodycon fit,0,tops,women,1,5,fabric,1,5,1,13
259,1033,167.94,beige,175.0,dickies,19,0.0,regular fit,1,tops,women,0,9,fabric,14,5,1,13
260,1035,160.0,pink,359.0,only,0,0.0,regular fit,0,tops,women,13,18,fabric,14,5,1,13
261,1038,180.0,black,488.0,topshop,0,0.0,slim fit,0,tops,women,1,24,fabric,23,5,1,13
262,1040,160.0,multi,272.0,topshop,0,0.0,slim fit,0,tops,women,10,24,fabric,23,5,1,13
263,1048,150.0,multi,372.0,new look,0,4.3,regular fit,0,tops,women,10,15,fabric,14,5,1,2
264,1052,170.0,multi,402.0,topshop,0,0.0,slim fit,0,tops,women,10,24,fabric,23,5,1,13
265,1055,157.44,cream,97.0,river island,14,0.0,regular fit,1,tops,women,4,21,fabric,14,5,1,13
266,1061,107.59,black,64.0,na-kd,14,0.0,slim fit ,1,tops,women,1,13,fabric,24,5,1,2
267,1064,100.0,black,457.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,13
268,1065,170.0,green,174.0,the north face,0,0.0,relaxed fit,0,tops,women,6,22,fabric,17,5,1,13
269,1066,105.0,black,274.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,2
270,1069,170.0,navy,137.0,topshop,0,0.0,regular fit,0,tops,women,11,24,fabric,14,5,1,13
271,1084,185.0,blue,1000.0,miss selfridge,0,0.0,regular fit,0,tops,women,2,11,fabric,14,5,1,13
272,1087,123.33,brown,199.0,the north face,18,0.0,slim fit,1,tops,women,3,22,fabric,23,5,1,13
273,1090,167.94,khaki,921.0,topshop,19,0.0,regular fit,1,tops,women,8,24,fabric,14,5,1,2
274,1092,152.19,black,206.0,the north face,14,0.0,regular fit,1,tops,women,1,22,fabric,14,5,1,13
275,1099,115.0,black,1000.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,13
276,1101,120.0,black,336.0,asos curve,0,0.0,slim fit,0,tops,women,1,4,fabric,23,5,1,13
277,1102,240.0,black,930.0,topshop,0,3.8,regular fit,0,tops,women,1,24,fabric,14,5,1,2
278,1116,115.0,stone,455.0,topshop,0,0.0,regular fit,0,tops,women,16,24,fabric,14,5,1,13
279,1118,125.95,green,120.0,the north face,29,0.0,regular fit,1,tops,women,6,22,fabric,14,5,1,13
280,1119,112.83,purple,57.0,vans,14,0.0,slim fit,1,tops,women,14,27,fabric,23,5,1,13
281,1120,160.0,blue,105.0,vans,0,0.0,slim fit,0,tops,women,2,27,fabric,23,5,1,13
282,1122,170.0,black,594.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,2
283,1125,145.0,black,318.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
284,1128,105.0,orange,540.0,collusion,0,0.0,oversized fit,0,tops,women,12,8,fabric,12,5,1,13
285,1131,90.0,orange,120.0,new look,0,2.6,slim fit,0,tops,women,12,15,fabric,23,5,1,2
286,1132,195.0,brown,261.0,river island,0,0.0,relaxed fit,0,tops,women,3,21,fabric,17,5,1,13
287,1136,140.0,black,742.0,topshop,0,0.0,slim fit,0,tops,women,1,24,fabric,23,5,1,2
288,1139,170.0,black,259.0,topshop,0,0.0,regular fit,0,tops,women,1,24,fabric,14,5,1,13
289,1144,155.0,pink,226.0,the north face,0,0.0,slim fit,0,tops,women,13,22,fabric,23,5,1,13
290,1145,130.0,black,311.0,yours,0,0.0,regular fit,0,tops,women,1,29,stretch,14,5,1,8
291,1161,115.0,brown,273.0,river island,0,0.0,slim fit,0,tops,women,3,21,fabric,23,5,1,13
292,1167,165.0,black,485.0,river island,0,0.0,regular fit,0,tops,women,1,21,fabric,14,5,1,13
293,1177,100.0,black,1000.0,topshop,0,0.0,regular fit,0,tops,women,1,24,fabric,14,5,1,13
294,1180,130.0,black,557.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
295,1191,145.0,multi,306.0,asos design,0,0.0,slim fit,0,tops,women,10,5,fabric,23,5,1,13
296,1192,105.0,white,473.0,asos design,0,0.0,skinny fit,0,tops,women,17,5,fabric,21,5,1,2
297,1201,120.0,black,412.0,asos design,0,0.0,oversized fit,0,tops,women,1,5,fabric,12,5,1,13
298,1202,105.0,black,336.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
299,1210,105.0,pink,105.0,asyou,0,0.0,slim fit,0,tops,women,13,6,fabric,23,5,1,13
300,1211,89.22,multi,289.0,asyou,14,0.0,slim fit,1,tops,women,10,6,fabric,23,5,1,13
301,1220,130.0,green,209.0,asos design,0,0.0,regular fit ,0,tops,women,6,5,fabric,15,5,1,13
302,1227,190.0,pink,1000.0,asos design,0,0.0,regular fit,0,tops,women,13,5,fabric,14,5,1,13
303,1229,140.0,orange,137.0,yours,0,0.0,oversized fit,0,tops,women,12,29,fabric,12,5,1,13
304,1234,145.0,orange,439.0,topshop,0,0.0,regular fit,0,tops,women,12,24,fabric,14,5,1,13
305,1238,150.0,white,289.0,asos design,0,0.0,unisex style,0,tops,women,17,5,fabric,30,5,1,13
306,1258,202.05,multi,119.0,na-kd,14,0.0,oversized fit,1,tops,women,10,13,woven,12,5,1,12
307,1260,115.0,black,1000.0,topshop,0,0.0,regular fit,0,tops,women,1,24,fabric,14,5,1,13
308,1285,133.83,black,1000.0,asos design,14,4.3,regular fit,1,tops,women,1,5,fabric,14,5,1,13
309,1286,150.0,green,262.0,topshop,0,0.0,relaxed fit,0,tops,women,6,24,fabric,17,5,1,13
310,1290,157.44,black,84.0,the north face,18,0.0,relaxed fit,1,tops,women,1,22,fabric,17,5,1,13
311,1302,160.0,multi,639.0,asos design,0,0.0,regular fit ,0,tops,women,10,5,fabric,15,5,1,13
312,1311,272.9,green,437.0,asos design,20,0.0,regular fit,1,tops,women,6,5,fabric,14,5,1,13
313,1312,233.54,pink,349.0,asos design,14,0.0,relaxed fit ,1,tops,women,13,5,fabric,18,5,1,13
314,1316,107.59,blue,253.0,yours,18,0.0,regular fit,1,tops,women,2,29,fabric,14,5,1,13
315,1322,223.04,black,82.0,puma,15,0.0,slim fit,1,tops,women,1,19,fabric,23,5,1,13
316,1324,73.47,pink,387.0,new look,30,4.3,regular fit,1,tops,women,13,15,fabric,14,5,1,13
317,1329,145.0,orange,334.0,na-kd,0,0.0,skinny fit,0,tops,women,12,13,fabric,21,5,1,2
318,1336,180.0,white,633.0,asos design,0,0.0,skinny fit,0,tops,women,17,5,fabric,21,5,1,13
319,1339,95.0,white,695.0,asos design,0,4.3,boxy fit,0,tops,women,17,5,fabric,2,5,1,13
320,1357,125.95,pink,1000.0,topshop,20,0.0,slim fit,1,tops,women,13,24,fabric,23,5,1,13
321,1359,140.0,red,441.0,asos design,0,0.0,regular fit,0,tops,women,15,5,fabric,14,5,1,2
322,1361,150.0,green,260.0,yours,0,0.0,regular fit,0,tops,women,6,29,fabric,14,5,1,13
323,1364,136.45,navy,349.0,topshop,18,0.0,slim fit,1,tops,women,11,24,fabric,23,5,1,13
324,1366,170.0,green,433.0,topshop,0,0.0,regular fit,0,tops,women,6,24,fabric,14,5,1,13
325,1371,270.0,blue,336.0,asos design,0,3.3,regular fit,0,tops,women,2,5,fabric,14,5,1,13
326,1377,160.0,black,2000.0,asos design,0,2.9,regular fit ,0,tops,women,1,5,fabric,15,5,1,13
327,1378,120.0,purple,255.0,asos design,0,0.0,regular fit,0,tops,women,14,5,fabric,14,5,1,13
328,1379,94.47,white,1000.0,topshop,14,0.0,regular fit,1,tops,women,17,24,fabric,14,5,1,13
329,1387,255.0,black,549.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
330,1391,170.0,black,665.0,asos design,0,2.5,regular fit,0,tops,women,1,5,fabric,14,5,1,2
331,1393,115.0,multi,114.0,asyou,0,0.0,regular fit,0,tops,women,10,6,fabric,14,5,1,2
332,1394,150.0,pink,117.0,yours,0,0.0,regular fit,0,tops,women,13,29,fabric,14,5,1,2
333,1396,133.83,blue,681.0,topshop,14,0.0,regular fit,1,tops,women,2,24,fabric,14,5,1,13
334,1401,140.0,green,331.0,urban revivo,0,0.0,slim fit,0,tops,women,6,26,fabric,23,5,1,13
335,1402,140.0,black,163.0,urban revivo,0,0.0,regular fit ,0,tops,women,1,26,fabric,15,5,1,13
336,1407,160.0,white,717.0,urban revivo,0,0.0,regular fit ,0,tops,women,17,26,fabric,15,5,1,13
337,1408,145.0,black,348.0,miss selfridge,0,0.0,slim fit,0,tops,women,1,11,fabric,23,5,1,13
338,1409,105.0,black,632.0,asos design,0,2.7,regular fit,0,tops,women,1,5,fabric,14,5,1,13
339,1410,150.0,black,100.0,yours,0,0.0,bodycon fit,0,tops,women,1,29,fabric,1,5,1,13
340,1411,145.0,green,1000.0,topshop,0,0.0,bodycon fit,0,tops,women,6,24,fabric,1,5,1,13
341,1414,70.0,grey,404.0,noisy may,0,3.7,slim fit,0,tops,women,7,17,fabric,23,5,1,13
342,1422,140.0,blue,132.0,the north face,0,0.0,relaxed fit,0,tops,women,2,22,fabric,17,5,1,13
343,1423,195.0,purple,334.0,asos design,0,0.0,regular fit,0,tops,women,14,5,fabric,14,5,1,2
344,1425,110.0,multi,356.0,collusion,0,3.6,relaxed fit,0,tops,women,10,8,fabric,17,5,1,13
345,1427,160.0,white,2000.0,asos design,0,2.6,regular fit,0,tops,women,17,5,fabric,14,5,1,2
346,1429,85.0,multi,888.0,only,0,0.0,regular fit ,0,tops,women,10,18,fabric,15,5,1,2
347,1433,160.07,brown,343.0,topshop,19,3.3,slim fit,1,tops,women,3,24,fabric,23,5,1,13
348,1434,140.0,blue,108.0,yours,0,0.0,regular fit,0,tops,women,2,29,fabric,14,5,1,2
349,1435,85.0,black,342.0,new look,0,4.0,bodycon fit,0,tops,women,1,15,fabric,1,5,1,13
350,1436,95.0,white,513.0,asos design,0,0.0,designed to fit cup sizes dd-g,0,tops,women,17,5,fabric,5,5,1,13
351,1444,175.0,pink,211.0,nike,0,0.0,regular fit ,0,tops,women,13,16,fabric,15,5,1,13
352,1446,70.0,white,539.0,asos design,0,0.0,slim fit ,0,tops,women,17,5,fabric,24,5,1,13
353,1447,80.0,black,614.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,13
354,1451,188.93,blue,66.0,puma,14,0.0,boxy fit,1,tops,women,2,19,fabric,2,5,1,2
355,1454,40.0,black,241.0,asos design,0,3.8,regular fit,0,tops,women,1,5,fabric,14,5,1,13
356,1455,130.0,white,333.0,only,0,2.0,regular fit ,0,tops,women,17,18,fabric,15,5,1,13
357,1456,80.0,white,1000.0,asos design,0,3.0,bodycon fit,0,tops,women,17,5,fabric,1,5,1,13
358,1457,85.0,blue,268.0,only,0,0.0,regular fit ,0,tops,women,2,18,jersey,15,5,1,5
359,1458,40.0,white,272.0,asos design,0,4.0,designed to fit cup sizes dd-g,0,tops,women,17,5,fabric,5,5,1,13
360,1460,68.23,black,1000.0,asos design,18,3.6,bodycon fit,1,tops,women,1,5,fabric,1,5,1,13
361,1461,94.47,multi,321.0,collusion,39,4.3,unisex style,1,tops,women,10,8,fabric,30,5,1,13
362,1462,178.44,pink,502.0,topshop,19,0.0,regular fit,1,tops,women,13,24,fabric,14,5,1,13
363,1464,45.0,black,2000.0,asos design,0,4.4,slim fit,0,tops,women,1,5,fabric,23,5,1,13
364,1467,115.0,pink,136.0,puma,0,0.0,close-fitting cut,0,tops,women,13,19,fabric,4,5,1,13
365,1468,100.0,black,145.0,noisy may,0,3.8,true to size,0,tops,women,1,17,jersey,28,5,1,5
366,1469,45.0,white,180.0,asos design,0,4.3,designed to fit you from bump to baby,0,tops,women,17,5,fabric,6,5,1,13
367,1476,145.0,white,637.0,dickies,0,0.0,regular fit,0,tops,women,17,9,fabric,14,5,1,13
368,1477,180.0,white,388.0,vans,0,0.0,regular fit,0,tops,women,17,27,fabric,14,5,1,13
369,1487,85.0,orange,260.0,new look,0,0.0,regular fit,0,tops,women,12,15,fabric,14,5,1,2
370,1488,160.0,black,711.0,noisy may,0,0.0,bodycon fit,0,tops,women,1,17,fabric,1,5,1,13
371,1499,70.0,white,515.0,asos design,0,0.0,designed to fit cup sizes dd-g,0,tops,women,17,5,fabric,5,5,1,13
372,1503,130.0,black,766.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
373,1504,60.0,white,765.0,topshop,0,0.0,regular fit,0,tops,women,17,24,fabric,14,5,1,13
374,1507,70.0,black,723.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,13
375,1508,170.0,white,136.0,the north face,0,0.0,regular fit,0,tops,women,17,22,fabric,14,5,1,13
376,1509,105.0,white,2000.0,asos design,0,0.0,bodycon fit,0,tops,women,17,5,fabric,1,5,1,13
377,1514,140.0,white,235.0,vans,0,0.0,regular fit,0,tops,women,17,27,fabric,14,5,1,13
378,1515,140.0,black,236.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
379,1517,220.0,green,660.0,river island,0,0.0,regular fit,0,tops,women,6,21,fabric,14,5,1,2
380,1519,80.0,white,421.0,noisy may,0,0.0,boxy fit,0,tops,women,17,17,fabric,2,5,1,13
381,1520,80.0,black,733.0,noisy may,0,0.0,relaxed fit,0,tops,women,1,17,fabric,17,5,1,13
382,1521,115.0,black,958.0,asos design,0,0.0,bodycon fit,0,tops,women,1,5,fabric,1,5,1,13
383,1522,115.0,black,1000.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
384,1526,130.0,blue,1000.0,asos design,0,0.0,regular fit,0,tops,women,2,5,fabric,14,5,1,13
385,1531,105.0,multi,2000.0,asos design,0,0.0,bodycon fit,0,tops,women,10,5,fabric,1,5,1,13
386,1533,100.0,pink,1000.0,asos design,0,0.0,regular fit,0,tops,women,13,5,fabric,14,5,1,13
387,1535,70.0,white,586.0,asos curve,0,0.0,slim fit,0,tops,women,17,4,fabric,23,5,1,13
388,1539,100.0,black,806.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
389,1542,175.0,black,982.0,asyou,0,0.0,bodycon fit,0,tops,women,1,6,fabric,1,5,1,13
390,1543,175.0,red,380.0,asyou,0,0.0,regular fit,0,tops,women,15,6,shell,14,5,1,7
391,1545,45.0,white,290.0,only,0,0.0,regular fit,0,tops,women,17,18,fabric,14,5,1,13
392,1546,280.0,grey,277.0,the north face,0,0.0,slim fit,0,tops,women,7,22,fabric,23,5,1,13
393,1547,130.0,purple,556.0,new look,0,0.0,regular fit,0,tops,women,14,15,fabric,14,5,1,2
394,1550,180.0,black,862.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
395,1552,335.0,cream,136.0,vans,0,0.0,regular fit,0,tops,women,4,27,fabric,14,5,1,13
396,1553,95.0,grey,1000.0,miss selfridge,0,0.0,relaxed fit,0,tops,women,7,11,fabric,17,5,1,13
397,1554,160.0,multi,515.0,asyou,0,0.0,bodycon fit,0,tops,women,10,6,fabric,1,5,1,13
398,1557,85.0,black,2000.0,only,0,0.0,regular fit,0,tops,women,1,18,fabric,14,5,1,13
399,1559,195.0,beige,496.0,river island,0,0.0,regular fit,0,tops,women,0,21,fabric,14,5,1,13
400,1562,305.0,pink,1000.0,carhartt wip,0,0.0,boxy fit,0,tops,women,13,7,fabric,2,5,1,13
401,1563,280.0,white,2000.0,carhartt wip,0,0.0,oversized fit,0,tops,women,17,7,fabric,12,5,1,13
402,1584,180.0,white,331.0,vans,0,0.0,regular fit,0,tops,women,17,27,fabric,14,5,1,13
403,1587,130.0,blue,931.0,asos design,0,0.0,regular fit,0,tops,women,2,5,fabric,14,5,1,13
404,1589,95.0,black,1000.0,urban revivo,0,0.0,slim fit,0,tops,women,1,26,fabric,23,5,1,13
405,1590,245.0,multi,474.0,urban revivo,0,0.0,regular fit,0,tops,women,10,26,fabric,14,5,1,2
406,1602,195.0,black,2000.0,river island,0,0.0,regular fit,0,tops,women,1,21,fabric,14,5,1,13
407,1607,145.0,black,467.0,asos curve,0,0.0,oversized fit,0,tops,women,1,4,fabric,12,5,1,13
408,1608,180.0,white,526.0,asos curve,0,0.0,relaxed fit,0,tops,women,17,4,fabric,17,5,1,13
409,1610,305.0,black,677.0,vans,0,0.0,relaxed fit,0,tops,women,1,27,fabric,17,5,1,13
410,1614,290.0,black,225.0,nike,0,0.0,regular fit,0,tops,women,1,16,fabric,14,5,1,13
411,1615,105.0,red,1000.0,asyou,0,0.0,slim fit,0,tops,women,15,6,fabric,23,5,1,13
412,1618,195.0,black,122.0,the north face,0,0.0,regular fit,0,tops,women,1,22,fabric,14,5,1,13
413,1622,290.0,white,210.0,nike,0,0.0,regular fit,0,tops,women,17,16,fabric,14,5,1,13
414,1624,170.0,white,165.0,the north face,0,0.0,relaxed fit,0,tops,women,17,22,fabric,17,5,1,13
415,1626,115.0,black,942.0,miss selfridge,0,0.0,regular fit,0,tops,women,1,11,fabric,14,5,1,13
416,1650,225.0,black,165.0,puma,0,0.0,designed to fit you from bump to baby,0,tops,women,1,19,fabric,6,5,1,2
417,1667,225.0,black,1000.0,topshop,0,0.0,regular fit,0,tops,women,1,24,fabric,14,5,1,13
418,1668,100.0,pink,766.0,miss selfridge,0,0.0,slim fit,0,tops,women,13,11,jersey,23,5,1,5
419,1669,160.0,brown,1000.0,topshop,0,0.0,regular fit,0,tops,women,3,24,fabric,14,5,1,13
420,1674,125.0,pink,391.0,vans,0,0.0,regular fit,0,tops,women,13,27,fabric,14,5,1,13
421,1678,125.0,orange,583.0,urban revivo,0,0.0,regular fit,0,tops,women,12,26,fabric,14,5,1,13
422,1684,420.0,grey,874.0,nike,0,0.0,oversized fit,0,tops,women,7,16,fabric,12,5,1,2
423,1685,150.0,blue,400.0,asos curve,0,0.0,slim fit,0,tops,women,2,4,fabric,23,5,1,2
424,1691,165.0,green,637.0,na-kd,0,0.0,slim fit,0,tops,women,6,13,fabric,23,5,1,13
425,1697,75.0,white,616.0,collusion,0,0.0,regular fit,0,tops,women,17,8,fabric,14,5,1,13
426,1698,160.0,beige,368.0,vans,0,0.0,boxy fit,0,tops,women,0,27,fabric,2,5,1,13
427,1703,160.0,ecru,188.0,topshop,0,0.0,relaxed fit,0,tops,women,5,24,fabric,17,5,1,13
428,1705,195.0,red,282.0,asos design,0,0.0,regular fit,0,tops,women,15,5,fabric,14,5,1,2
429,1706,225.0,navy,199.0,the north face,0,0.0,regular fit,0,tops,women,11,22,fabric,14,5,1,13
430,1718,195.0,black,110.0,na-kd,0,0.0,regular fit,0,tops,women,1,13,fabric,14,5,1,13
431,1721,155.0,black,177.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
432,1722,120.0,black,157.0,na-kd,0,0.0,slim fit,0,tops,women,1,13,fabric,23,5,1,13
433,1723,225.0,black,50.0,the north face,0,0.0,regular fit,0,tops,women,1,22,fabric,14,5,1,13
434,1726,150.0,black,512.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
435,1727,180.0,pink,58.0,the north face,0,0.0,regular fit,0,tops,women,13,22,fabric,14,5,1,13
436,1732,225.0,white,58.0,the north face,0,0.0,regular fit,0,tops,women,17,22,fabric,14,5,1,13
437,1735,195.0,brown,345.0,hollister,0,0.0,oversized fit,0,tops,women,3,10,fabric,12,5,1,13
438,1736,170.0,blue,140.0,the north face,0,0.0,regular fit,0,tops,women,2,22,fabric,14,5,1,13
439,1737,160.0,grey,1000.0,urban revivo,0,0.0,slim fit,0,tops,women,7,26,fabric,23,5,1,13
440,1740,80.0,black,922.0,new look,0,5.0,regular fit,0,tops,women,1,15,fabric,14,5,1,13
441,1745,150.0,black,131.0,only,0,0.0,slim fit,0,tops,women,1,18,fabric,23,5,1,2
442,1749,150.0,purple,276.0,only,0,0.0,regular fit,0,tops,women,14,18,fabric,14,5,1,2
443,1750,100.0,black,205.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
444,1753,145.0,white,488.0,collusion,0,0.0,slim fit,0,tops,women,17,8,fabric,23,5,1,13
445,1756,73.47,black,157.0,new look,30,0.0,slim fit,1,tops,women,1,15,fabric,23,5,1,13
446,1757,330.0,white,150.0,vans,0,0.0,relaxed fit,0,tops,women,17,27,fabric,17,5,1,13
447,1758,60.0,black,115.0,topshop,0,0.0,slim fit,0,tops,women,1,24,fabric,23,5,1,13
448,1764,415.0,black,717.0,& other stories,0,0.0,slim fit,0,tops,women,1,0,fabric,23,5,1,2
449,1771,125.0,multi,91.0,urban revivo,0,0.0,regular fit,0,tops,women,10,26,fabric,14,5,1,13
450,1774,475.0,white,493.0,& other stories,0,0.0,slim fit,0,tops,women,17,0,fabric,23,5,1,13
451,1775,140.0,black,262.0,new look,0,0.0,slim fit,0,tops,women,1,15,fabric,23,5,1,2
452,1777,205.0,brown,75.0,vans,0,0.0,regular fit,0,tops,women,3,27,fabric,14,5,1,13
453,1785,160.0,pink,356.0,na-kd,0,0.0,regular fit,0,tops,women,13,13,stretch,14,5,1,8
454,1786,210.0,beige,266.0,urban revivo,0,0.0,regular fit,0,tops,women,0,26,fabric,14,5,1,13
455,1787,140.0,multi,564.0,urban revivo,0,0.0,slim fit,0,tops,women,10,26,fabric,23,5,1,13
456,1793,255.0,black,71.0,& other stories,0,0.0,regular fit,0,tops,women,1,0,fabric,14,5,1,13
457,1797,170.0,grey,135.0,the north face,0,0.0,regular fit,0,tops,women,7,22,fabric,14,5,1,2
458,1803,195.0,multi,250.0,weekday,0,0.0,regular fit,0,tops,women,10,28,fabric,14,5,1,2
